Unnamed: 0,Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
859,860,11029,220.0,435,1054,1512,1142,2654,619,0,65,250000
860,861,7642,0.0,912,912,912,514,1426,216,0,240,189950
861,862,11625,0.0,198,1039,1039,0,1039,504,0,0,131500
862,863,9672,0.0,702,1040,1097,0,1097,480,0,0,152000
863,864,7931,0.0,0,1148,1148,0,1148,672,0,0,132500
864,865,8640,0.0,1372,1372,1372,0,1372,529,0,140,250580
865,866,8750,76.0,174,1002,1002,0,1002,902,0,0,148500
866,867,10656,274.0,1638,1638,1646,0,1646,870,192,80,248900
867,868,6970,0.0,108,1040,1120,0,1120,544,168,0,129000
868,869,14762,0.0,0,0,1547,720,2320,672,120,144,169000
869,870,9938,246.0,300,1050,1062,887,1949,574,156,90,236000
870,871,6600,0.0,894,894,894,0,894,308,0,0,109500
871,872,8750,116.0,299,804,804,878,1682,523,0,77,200500
872,873,8892,0.0,105,105,910,0,910,414,196,0,116000
873,874,12144,0.0,457,832,1036,0,1268,288,0,28,133000
874,875,5720,0.0,676,676,676,455,1131,200,26,0,66500
875,876,9000,0.0,1120,1184,1184,1426,2610,550,208,364,303477
876,877,25286,0.0,431,1064,1040,0,1040,648,0,0,132250
877,878,8834,216.0,292,1462,1462,762,2224,738,184,0,350000
878,879,11782,0.0,210,1109,1155,0,1155,576,192,0,148000
879,880,7000,90.0,218,864,864,0,864,336,0,0,136500
880,881,7024,0.0,110,1090,1090,0,1090,450,0,49,157000
881,882,13758,117.0,254,1156,1187,530,1717,400,168,36,187500
882,883,9636,0.0,808,808,808,785,1593,389,342,40,178000
883,884,6204,0.0,795,795,954,795,2230,440,0,188,118500
884,885,7150,60.0,460,892,892,0,892,288,0,0,100000
885,886,5119,60.0,460,1698,1709,0,1709,506,97,65,328900
886,887,8393,122.0,1098,1626,1712,0,1712,588,272,54,145000
887,888,16466,0.0,816,816,872,521,1393,300,121,0,135500
888,889,15865,0.0,1043,2217,2217,0,2217,621,81,207,268000
889,890,12160,90.0,481,1505,1505,0,1505,505,0,0,149500
890,891,8064,0.0,672,672,672,252,924,576,0,0,122900
891,892,11184,92.0,192,918,918,765,1683,440,243,0,172500
892,893,8414,0.0,396,1059,1068,0,1068,264,192,0,154500
893,894,13284,0.0,319,1383,1383,0,1383,354,511,116,165000
894,895,7018,0.0,0,0,1535,0,1535,400,0,0,118858
895,896,7056,415.0,380,780,983,813,1796,483,0,50,140000
896,897,8765,0.0,666,951,951,0,951,327,0,28,106500
897,898,7018,0.0,0,0,1120,1120,2240,528,154,0,142953
898,899,12919,760.0,142,2330,2364,0,2364,820,0,67,611657
899,900,6993,0.0,447,912,1236,0,1236,288,0,0,135000
900,901,7340,0.0,536,858,858,0,858,684,0,0,110000
901,902,8712,0.0,132,992,1306,0,1306,756,0,0,153000
902,903,7875,0.0,783,783,807,702,1509,393,0,75,180000
903,904,14859,27.0,1670,1670,1670,0,1670,690,144,60,240000
904,905,6173,75.0,277,876,902,0,902,288,0,0,125500
905,906,9920,110.0,412,1056,1063,0,1063,280,0,0,128000
906,907,13501,208.0,1560,1623,1636,0,1636,865,0,60,255000
907,908,11500,0.0,794,1017,1020,1037,2057,180,0,0,250000
908,909,8885,0.0,239,864,902,0,902,484,164,0,131000
909,910,12589,0.0,742,742,742,742,1484,390,36,24,174000
910,911,11600,361.0,662,1105,1105,1169,2274,480,0,0,154300
911,912,9286,0.0,1072,1268,1268,0,1268,252,173,0,143500
912,913,6120,0.0,279,768,1015,0,1015,450,0,0,88000
913,914,6270,0.0,717,1001,1001,1001,2002,871,0,0,145000
914,915,3000,76.0,318,612,612,612,1224,528,0,234,173733
915,916,2001,80.0,546,546,546,546,1092,286,0,0,75000
916,917,9000,0.0,430,480,480,0,480,308,0,0,35311
917,918,17140,0.0,75,1134,1229,0,1229,284,0,0,135000
918,919,13125,0.0,422,1104,912,1215,2127,833,72,192,238000
919,920,11029,0.0,245,1184,1414,0,1414,601,0,51,176500
920,921,8462,105.0,114,928,936,785,1721,471,300,87,201000
921,922,8777,0.0,188,1272,1272,928,2200,0,0,70,145900
922,923,10237,0.0,1288,1316,1316,0,1316,397,100,0,169990
923,924,8012,0.0,598,1604,1617,0,1617,533,0,69,193000
924,925,10240,157.0,0,1686,1686,0,1686,612,384,131,207500
925,926,15611,0.0,266,1126,1126,0,1126,540,180,0,175000
926,927,11999,340.0,1181,1181,1234,1140,2374,656,104,100,285000
927,928,9900,342.0,280,832,1098,880,1978,486,0,43,176000
928,929,11838,0.0,1753,1753,1788,0,1788,522,202,151,236500
929,930,13006,285.0,964,964,993,1243,2236,642,0,0,222000
930,931,8925,0.0,1450,1466,1466,0,1466,610,100,18,201000
931,932,9100,0.0,121,925,925,0,925,429,0,0,117500
932,933,11670,302.0,1905,1905,1905,0,1905,788,0,191,320000
933,934,8487,210.0,1480,1500,1500,0,1500,570,192,36,190000
934,935,27650,0.0,160,585,2069,0,2069,505,0,0,242000
935,936,5825,108.0,600,600,747,0,747,528,0,0,79900
936,937,10083,103.685261707989,343,1176,1200,0,1200,555,0,41,184900
937,938,9675,0.0,772,1113,1113,858,1971,689,0,48,253000
938,939,8760,0.0,927,1391,1391,571,1962,868,0,90,239799
939,940,24090,0.0,1032,1032,1207,1196,2403,349,56,0,244400
940,941,12640,0.0,396,1728,1728,0,1728,574,40,0,150900
941,942,8755,298.0,220,992,1022,1038,2060,390,0,0,214000
942,943,7711,0.0,0,1440,1440,0,1440,0,321,0,150000
943,944,25000,0.0,1632,1632,1632,0,1632,576,0,0,143000
944,945,14375,541.0,354,819,1344,0,1344,525,0,118,137500
945,946,8820,0.0,0,1088,1188,561,1869,456,48,0,124900
946,947,8163,128.0,102,1144,1144,0,1144,796,86,0,143000
947,948,14536,236.0,316,1616,1629,0,1629,808,0,252,270000
948,949,14006,144.0,936,936,936,840,1776,474,144,96,192500
949,950,9360,0.0,179,1161,1381,0,1381,676,0,0,197500
950,951,7200,0.0,317,864,864,0,864,720,194,0,129000
951,952,7800,0.0,187,828,965,0,965,300,421,0,119900
952,953,7200,0.0,108,768,768,0,768,396,192,0,133900
953,954,11075,232.0,29,784,1168,800,1968,530,305,189,172000
954,955,9400,250.0,0,945,980,0,980,0,0,0,127500
955,956,7136,423.0,495,979,979,979,1958,492,0,0,145000
956,957,1300,0.0,276,561,561,668,1229,462,150,0,124000
957,958,7420,0.0,640,1057,1057,0,1057,576,0,0,132000
958,959,8450,0.0,638,1337,1337,0,1337,531,0,39,185000
959,960,2572,0.0,92,696,696,720,1416,484,0,44,155000
960,961,7207,0.0,162,858,858,0,858,0,117,0,116500
961,962,12227,424.0,434,1330,1542,1330,2872,619,550,282,272000
962,963,2308,0.0,248,804,804,744,1548,440,48,0,155000
963,964,11923,0.0,1800,1800,1800,0,1800,702,288,136,239000
964,965,11316,44.0,193,817,824,1070,1894,510,0,40,214900
965,966,10237,0.0,783,783,783,701,1484,393,0,72,178900
966,967,9600,0.0,300,728,976,332,1308,256,0,70,160000
967,968,7390,151.0,196,1098,1098,0,1098,260,0,0,135000
968,969,5925,0.0,600,600,600,368,968,0,0,0,37900
969,970,10382,105.0,75,588,1095,0,1095,264,0,0,140000
970,971,10800,0.0,720,720,720,472,1192,0,0,0,135000
971,972,2268,106.0,197,764,764,862,1626,474,0,27,173000
972,973,7892,0.0,918,918,918,0,918,264,28,0,99500
973,974,11639,103.685261707989,1428,1428,1428,0,1428,480,0,120,182000
974,975,11414,0.0,728,728,1136,883,2019,532,509,135,167500
975,976,2651,0.0,32,673,673,709,1382,490,153,50,165000
976,977,5900,0.0,440,440,869,0,869,0,0,0,85500
977,978,4274,103.685261707989,135,1241,1241,0,1241,569,0,116,199900
978,979,9450,0.0,342,894,894,0,894,400,0,0,110000
979,980,8816,0.0,470,1121,1121,0,1121,480,0,80,139000
980,981,12122,210.0,77,944,999,0,999,588,144,76,178400
981,982,12203,975.0,371,1225,1276,1336,2612,676,250,0,336000
982,983,3182,16.0,1266,1266,1266,0,1266,388,100,16,159895
983,984,11250,0.0,1128,1128,1149,1141,2290,779,0,0,255900
984,985,10125,0.0,0,0,1302,432,1734,539,0,0,126000
985,986,10880,0.0,124,1164,1164,0,1164,240,0,48,125000
986,987,5310,0.0,485,485,1001,634,1635,255,394,0,117000
987,988,10159,450.0,284,1930,1940,0,1940,606,168,95,395192
988,989,12046,298.0,692,848,1118,912,2030,551,0,224,195000
989,990,8125,0.0,770,770,778,798,1576,614,0,50,197000
990,991,9452,423.0,322,1396,1407,985,2392,870,0,70,348000
991,992,17671,0.0,700,916,916,826,1742,424,0,169,168000
992,993,9760,340.0,169,822,1020,831,1851,440,239,42,187000
993,994,8846,0.0,750,750,750,750,1500,564,0,35,173900
994,995,12456,230.0,528,1700,1718,0,1718,786,216,48,337500
995,996,4712,0.0,363,747,774,456,1230,305,0,57,121600
996,997,10659,0.0,135,1050,1050,0,1050,368,0,319,136500
997,998,11717,571.0,1442,1442,1442,0,1442,615,371,0,185000
998,999,9786,0.0,1007,1007,1077,0,1077,210,0,100,91000
999,1000,6762,24.0,501,1187,1208,0,1208,632,105,61,206000
1000,1001,10206,0.0,0,0,944,0,944,528,0,0,82000
1001,1002,5400,0.0,691,691,691,0,691,216,0,20,86000
1002,1003,11957,53.0,1550,1574,1574,0,1574,824,144,104,232000
1003,1004,11500,164.0,1680,1680,1680,0,1680,528,0,0,136905
1004,1005,3182,16.0,1330,1346,1504,0,1504,457,156,0,181000
1005,1006,8385,220.0,390,985,985,0,985,328,210,0,149900
1006,1007,12155,0.0,420,1657,1657,0,1657,484,0,0,163500
1007,1008,2217,0.0,0,546,546,546,1092,286,238,0,88000
1008,1009,12118,108.0,1710,1710,1710,0,1710,550,100,48,240000
1009,1010,6000,0.0,1008,1008,1008,0,1522,0,0,0,102000
1010,1011,21286,0.0,720,720,720,551,1271,312,0,0,135000
1011,1012,9825,0.0,0,0,1664,0,1664,0,0,0,100000
1012,1013,10592,0.0,602,602,900,602,1502,180,96,0,165000
1013,1014,7200,0.0,310,1022,1022,0,1022,280,0,30,85000
1014,1015,11664,206.0,746,1082,1082,0,1082,240,0,130,119200
1015,1016,8400,0.0,167,810,810,855,1665,528,0,45,227000
1016,1017,11883,196.0,814,1504,1504,0,1504,478,115,66,203000
1017,1018,5814,0.0,184,1220,1360,0,1360,565,63,0,187500
1018,1019,10784,76.0,384,384,802,670,1472,402,164,0,160000
1019,1020,3013,145.0,1346,1362,1506,0,1506,440,142,20,213490
1020,1021,7024,0.0,108,1132,1132,0,1132,451,252,64,176000
1021,1022,7406,84.0,515,1199,1220,0,1220,632,105,54,194000
1022,1023,9439,0.0,588,912,912,336,1248,160,0,0,87000
1023,1024,3182,14.0,1330,1346,1504,0,1504,437,156,20,191000
1024,1025,15498,0.0,0,1565,2898,0,2898,665,0,72,287000
1025,1026,7700,0.0,276,882,882,0,882,461,96,0,112500
1026,1027,9300,324.0,571,1268,1264,0,1264,461,0,0,167500
1027,1028,9520,338.0,125,1638,1646,0,1646,800,192,44,293077
1028,1029,9492,0.0,359,768,968,408,1376,240,0,0,105000
1029,1030,1680,281.0,355,672,672,546,1218,264,0,28,118000
1030,1031,7082,0.0,686,686,948,980,1928,0,0,0,160000
1031,1032,15863,0.0,301,824,1687,998,3082,672,136,63,197000
1032,1033,14541,0.0,326,1338,1352,1168,2520,796,209,55,310000
1033,1034,8125,295.0,668,1654,1654,0,1654,900,0,136,230000
1034,1035,6305,0.0,920,920,954,0,954,240,0,0,119750
1035,1036,11500,0.0,0,0,845,0,845,290,186,0,84000
1036,1037,12898,70.0,598,1620,1620,0,1620,912,228,0,315500
1037,1038,9240,396.0,1055,1055,1055,1208,2263,905,0,45,287000
1038,1039,1533,0.0,546,546,798,546,1344,0,0,0,97000
1039,1040,1477,0.0,121,630,630,0,630,286,0,0,80000
1040,1041,13125,67.0,284,1134,1803,0,1803,484,0,0,155000
1041,1042,9130,252.0,336,800,800,832,1632,484,0,40,173000
1042,1043,5381,135.0,406,1306,1306,0,1306,624,170,63,196000
1043,1044,11839,99.0,390,1475,1532,797,2329,514,192,121,262280
1044,1045,9600,0.0,1420,2524,2524,0,2524,542,474,120,278000
1045,1046,13680,0.0,0,0,1733,0,1733,452,0,0,139600
1046,1047,16056,208.0,1752,1992,1992,876,2868,716,214,108,556581
1047,1048,9245,0.0,304,990,990,0,990,672,0,0,145000
1048,1049,21750,75.0,0,0,1771,0,1771,336,0,0,115000
1049,1050,11100,0.0,0,0,930,0,930,308,0,0,84900
1050,1051,8993,0.0,1302,1302,1302,0,1302,436,0,22,176485
1051,1052,11175,0.0,1316,1316,1316,0,1316,440,0,20,200141
1052,1053,9500,272.0,374,816,1127,850,1977,540,0,52,165000
1053,1054,8562,145.0,833,1216,1526,0,1526,364,116,78,144500
1054,1055,11367,210.0,133,1065,1091,898,1989,586,199,60,255000
1055,1056,11361,160.0,549,1193,1523,0,1523,478,0,0,180000
1056,1057,7052,240.0,705,1364,1364,0,1364,484,192,36,185850
1057,1058,29959,0.0,378,973,979,871,1850,467,168,98,248000
1058,1059,11308,154.0,168,1104,1130,1054,2184,836,0,102,335000
1059,1060,11275,480.0,0,854,1096,895,1991,432,0,0,220000
1060,1061,4920,0.0,722,1338,1338,0,1338,582,0,0,213500
1061,1062,18000,0.0,894,894,894,0,894,1248,0,20,81000
1062,1063,13600,0.0,662,662,1422,915,2337,560,0,57,90000
1063,1064,6000,0.0,706,1103,1103,0,1103,440,166,120,110500
1064,1065,11000,200.0,184,1154,1154,0,1154,480,0,58,154000
1065,1066,14000,0.0,105,1306,1306,954,2260,533,296,44,328000
1066,1067,7837,0.0,799,799,799,772,1571,380,0,40,178000
1067,1068,9760,360.0,0,780,798,813,1611,442,328,128,167900
1068,1069,3964,0.0,105,942,1291,1230,2521,576,728,20,151400
1069,1070,9600,0.0,625,845,893,0,893,576,0,0,135000
1070,1071,10152,120.0,462,1048,1048,0,1048,286,0,20,135000
1071,1072,11700,0.0,429,727,829,727,1556,441,0,0,154000
1072,1073,7585,0.0,810,810,1002,454,1456,280,0,0,91500
1073,1074,7950,140.0,155,690,698,728,1426,440,252,0,159500
1074,1075,8556,0.0,1240,1240,1240,0,1240,826,140,93,194000
1075,1076,13125,0.0,390,800,960,780,1740,240,0,0,219500
1076,1077,10800,0.0,170,796,1096,370,1466,566,436,21,170000
1077,1078,15870,0.0,230,1096,1096,0,1096,299,240,32,138800
1078,1079,4435,169.0,186,848,848,0,848,420,140,0,155900
1079,1080,8775,0.0,495,990,990,0,990,299,0,64,126000
1080,1081,11040,144.0,602,1258,1258,0,1258,528,55,0,145000
1081,1082,7500,0.0,216,1040,1040,0,1040,308,0,0,133000
1082,1083,8749,100.0,1459,1459,1459,0,1459,527,192,39,192000
1083,1084,8800,425.0,698,1251,1251,0,1251,461,0,116,160000
1084,1085,13031,0.0,99,691,691,807,1498,409,315,44,187500
1085,1086,9069,0.0,189,936,996,0,996,564,120,0,147000
1086,1087,1974,0.0,212,546,546,546,1092,286,120,96,83500
1087,1088,10574,0.0,1082,1082,1082,871,1953,1043,160,50,252000
1088,1089,2522,50.0,970,970,970,739,1709,380,0,40,137500
1089,1090,3316,0.0,208,1247,1247,0,1247,550,0,84,197000
1090,1091,8544,0.0,0,0,1040,0,1040,400,0,0,92900
1091,1092,2160,212.0,90,600,624,628,1252,462,0,48,160000
1092,1093,8400,0.0,758,1181,1390,304,1694,576,342,0,136500
1093,1094,9230,166.0,203,864,1200,0,1200,884,0,64,146000
1094,1095,5868,0.0,448,936,936,0,936,308,0,0,129000
1095,1096,9317,0.0,1290,1314,1314,0,1314,440,0,22,176432
1096,1097,6882,0.0,684,684,773,582,1355,0,136,0,127000
1097,1098,3696,0.0,1074,1074,1088,0,1088,461,0,74,170000
1098,1099,6000,0.0,0,672,757,567,1324,240,0,0,128000
1099,1100,11880,206.0,567,1271,1601,0,1601,478,0,0,157000
1100,1101,8400,0.0,0,290,438,0,438,246,0,0,60000
1101,1102,9758,0.0,251,950,950,0,950,280,0,0,119500
1102,1103,7000,45.0,422,1010,1134,0,1134,254,0,16,135000
1103,1104,8910,0.0,0,655,1194,0,1194,539,0,0,159500
1104,1105,2016,304.0,630,630,630,672,1302,440,0,0,106000
1105,1106,12256,362.0,431,1463,1500,1122,2622,712,186,32,325000
1106,1107,10357,0.0,172,910,1442,0,1442,719,0,244,179900
1107,1108,23257,0.0,868,868,887,1134,2021,422,0,100,274725
1108,1109,8063,0.0,924,924,948,742,1690,463,100,48,181000
1109,1110,11362,42.0,797,1836,1836,0,1836,862,125,185,280000
1110,1111,8000,0.0,554,773,773,885,1658,431,224,84,188000
1111,1112,10480,660.0,400,803,1098,866,1964,483,0,69,205000
1112,1113,7100,0.0,108,816,816,0,816,308,0,0,129900
1113,1114,8923,0.0,365,1008,1008,0,1008,240,0,18,134500
1114,1115,5400,0.0,418,833,833,0,833,326,0,0,117000
1115,1116,12085,328.0,730,1734,1734,0,1734,928,0,0,318000
1116,1117,7750,0.0,55,408,779,640,1419,527,120,0,184100
1117,1118,9764,0.0,192,894,894,0,894,450,0,0,130000
1118,1119,13825,0.0,533,533,1021,580,1601,300,280,34,140000
1119,1120,7560,0.0,671,1040,1040,0,1040,286,140,0,133700
1120,1121,8263,0.0,1012,1012,1012,0,1012,308,0,22,118400
1121,1122,10084,196.0,1528,1552,1552,0,1552,782,144,20,212900
1122,1123,8926,0.0,672,672,960,0,960,288,64,0,112000
1123,1124,9405,0.0,698,698,698,0,698,0,0,200,118000
1124,1125,9125,170.0,384,384,812,670,1482,392,100,25,163900
1125,1126,10434,0.0,1005,1005,1005,0,1005,672,0,0,115000
1126,1127,3684,130.0,1373,1373,1555,0,1555,660,143,20,174000
1127,1128,14572,0.0,230,1530,1530,0,1530,630,144,36,259000
1128,1129,11796,0.0,847,847,847,1112,1959,434,100,48,215000
1129,1130,7200,180.0,0,936,936,0,936,672,49,0,140000
1130,1131,7804,0.0,500,1122,1328,653,1981,576,431,44,135000
1131,1132,10712,0.0,762,974,974,0,974,0,0,28,93500
1132,1133,9900,0.0,1008,1008,1178,1032,2210,205,0,48,117500
1133,1134,9828,0.0,544,1128,1142,878,2020,466,0,155,239500
1134,1135,8773,0.0,916,916,916,684,1600,460,100,38,169000
1135,1136,6180,0.0,960,960,986,0,986,180,0,128,102000
1136,1137,9600,0.0,752,1032,1032,220,1252,288,0,0,119000
1137,1138,6342,0.0,780,780,780,240,1020,0,0,0,94000
1138,1139,9819,0.0,0,1567,1567,0,1567,714,264,32,196000
1139,1140,8731,0.0,270,915,1167,0,1167,495,0,0,144000
1140,1141,7350,0.0,100,952,952,0,952,840,0,0,139000
1141,1142,10304,44.0,399,780,1088,780,1868,484,448,96,197500
1142,1143,9965,340.0,316,1466,1466,1362,2828,1052,125,144,424870
1143,1144,9000,0.0,718,1006,1006,0,1006,0,0,24,80000
1144,1145,12180,0.0,324,672,672,252,924,280,0,0,80000
1145,1146,6240,0.0,1042,1042,1042,534,1576,225,0,0,149000
1146,1147,11200,85.0,40,1298,1298,0,1298,403,165,26,180000
1147,1148,12000,0.0,429,704,860,704,1564,234,0,0,174500
1148,1149,5700,0.0,572,572,572,539,1111,288,0,0,116900
1149,1150,9000,0.0,26,650,832,650,1482,324,0,0,143000
1150,1151,8280,0.0,932,932,932,0,932,306,0,0,124000
1151,1152,17755,132.0,1290,1466,1466,0,1466,528,0,140,149900
1152,1153,14115,0.0,230,1073,1811,0,1811,470,0,0,230000
1153,1154,5890,0.0,278,816,816,0,816,432,0,0,120500
1154,1155,13700,288.0,410,864,902,918,1820,492,60,84,201800
1155,1156,10768,0.0,280,1437,1437,0,1437,528,0,21,218000
1156,1157,9350,0.0,586,1219,1265,0,1265,502,0,92,179900
1157,1158,5001,166.0,410,1314,1314,0,1314,626,172,62,230000
1158,1159,11932,186.0,1580,1580,1580,0,1580,830,0,24,235128
1159,1160,9120,270.0,459,901,943,933,1876,540,0,69,185000
1160,1161,2280,0.0,544,855,855,601,1456,440,26,0,146000
1161,1162,14778,72.0,568,1296,1640,0,1640,924,108,0,224000
1162,1163,8724,0.0,402,894,894,0,894,450,0,0,129000
1163,1164,12900,0.0,0,1198,1258,0,1258,400,120,0,108959
1164,1165,16157,0.0,289,1360,1432,0,1432,588,168,180,194000
1165,1166,9541,268.0,1502,1502,1502,0,1502,644,0,114,233170
1166,1167,10475,72.0,1694,1694,1694,0,1694,776,160,33,245350
1167,1168,10852,0.0,173,959,959,712,1671,472,0,38,173000
1168,1169,13728,0.0,501,1127,1236,872,2108,540,0,0,235000
1169,1170,35760,1378.0,543,1930,1831,1796,3627,807,361,76,625000
1170,1171,9880,0.0,574,1096,1118,0,1118,358,203,0,171000
1171,1172,9120,0.0,599,1261,1261,0,1261,433,0,0,163000
1172,1173,4017,0.0,625,625,625,625,1250,625,0,54,171900
1173,1174,18030,0.0,977,1598,1636,971,3086,0,122,0,200500
1174,1175,16560,0.0,449,952,1170,1175,2345,360,0,0,239000
1175,1176,10678,337.0,983,1683,2129,743,2872,541,0,33,285000
1176,1177,6951,0.0,218,876,923,0,923,264,362,0,119500
1177,1178,3950,0.0,350,818,818,406,1224,210,0,0,115000
1178,1179,7681,0.0,731,731,820,523,1343,186,192,0,154900
1179,1180,8335,0.0,0,0,1124,0,1124,0,0,36,93000
1180,1181,11170,0.0,0,1216,1298,1216,2514,693,0,0,250000
1181,1182,5587,186.0,120,1600,1652,0,1652,482,162,53,392500
1182,1183,15623,0.0,300,2396,2411,2065,4476,813,171,78,745000
1183,1184,10800,0.0,299,1120,1130,0,1130,720,229,0,120000
1184,1185,35133,226.0,413,1572,1572,0,1572,995,0,263,186700
1185,1186,9738,0.0,392,784,949,272,1221,392,0,0,104900
1186,1187,10615,0.0,538,978,1014,685,1699,420,0,74,95000
1187,1188,12461,0.0,168,1624,1624,0,1624,757,0,114,262000
1188,1189,8935,95.0,831,831,831,829,1660,493,144,68,195000
1189,1190,7500,0.0,994,994,1028,776,1804,442,140,60,189000
1190,1191,32463,149.0,90,1249,1622,0,1622,1356,439,0,168000
1191,1192,2645,456.0,776,776,764,677,1441,492,206,0,174000
1192,1193,9600,0.0,702,702,842,630,1472,250,0,0,125000
1193,1194,4500,425.0,341,1224,1224,0,1224,402,0,304,165000
1194,1195,9364,143.0,292,663,663,689,1352,299,379,36,158000
1195,1196,8029,0.0,728,728,728,728,1456,400,100,24,176000
1196,1197,14054,0.0,879,879,879,984,1863,660,100,17,219210
1197,1198,8850,0.0,815,815,815,875,1690,225,0,0,144000
1198,1199,9100,0.0,1212,1212,1212,0,1212,573,356,0,178000
1199,1200,11235,51.0,504,1051,1382,0,1382,459,0,82,148000
1200,1201,9353,0.0,864,864,864,0,864,280,0,0,116050
1201,1202,10400,0.0,866,866,866,913,1779,546,198,36,197900
1202,1203,6000,0.0,884,884,884,464,1348,216,0,0,117000
1203,1204,9750,171.0,1630,1630,1630,0,1630,451,74,234,213000
1204,1205,10140,0.0,268,1056,1074,0,1074,495,0,88,153500
1205,1206,14684,234.0,1496,2158,2196,0,2196,701,84,70,271900
1206,1207,8900,0.0,0,1056,1056,0,1056,384,0,42,107000
1207,1208,9135,120.0,1342,1682,1700,0,1700,544,192,23,200000
1208,1209,7763,0.0,319,931,1283,0,1283,506,0,0,140000
1209,1210,10182,420.0,440,1660,1660,0,1660,500,322,50,290000
1210,1211,11218,0.0,1055,1055,1055,790,1845,462,635,104,189000
1211,1212,12134,0.0,132,559,1080,672,1752,492,325,12,164000
1212,1213,9340,0.0,328,672,672,0,672,234,0,113,113000
1213,1214,10246,0.0,0,648,960,0,960,364,88,0,145000
1214,1215,10205,0.0,141,925,999,0,999,300,150,72,134500
1215,1216,7094,0.0,340,894,894,0,894,384,0,0,125000
1216,1217,8930,0.0,0,0,1318,584,1902,539,0,0,112000
1217,1218,8640,72.0,364,1300,1314,0,1314,552,135,112,229456
1218,1219,6240,0.0,0,0,672,240,912,0,0,0,80500
1219,1220,1680,236.0,672,672,672,546,1218,0,201,0,91500
1220,1221,7800,0.0,0,912,912,0,912,288,0,0,115000
1221,1222,8250,0.0,210,952,1211,0,1211,322,0,63,134000
1222,1223,10496,320.0,844,1040,1168,678,1846,315,0,0,143000
1223,1224,10680,44.0,1380,2136,2136,0,2136,528,0,30,137900
1224,1225,15384,0.0,64,788,788,702,1490,388,100,75,184000
1225,1226,10482,63.0,81,588,1138,0,1138,264,224,0,145000
1226,1227,14598,74.0,894,894,894,1039,1933,668,100,18,214000
1227,1228,8872,300.0,317,912,912,0,912,576,0,240,147000
1228,1229,8769,766.0,162,1702,1702,0,1702,1052,0,72,367294
1229,1230,7910,0.0,409,1075,1507,0,1507,404,0,0,127000
1230,1231,18890,1.0,652,1361,1361,1259,2620,600,155,24,190000
1231,1232,7728,120.0,303,1106,1190,0,1190,540,0,18,132500
1232,1233,9842,0.0,0,0,1224,0,1224,462,0,0,101800
1233,1234,12160,180.0,188,1188,1188,0,1188,531,0,0,142000
1234,1235,8525,0.0,940,940,1024,940,1964,0,0,192,130000
1235,1236,13132,0.0,747,747,892,892,1784,180,203,40,138887
1236,1237,2628,106.0,764,764,764,862,1626,474,0,27,175500
1237,1238,12393,0.0,847,847,847,1101,1948,434,100,48,195000
1238,1239,13072,0.0,1141,1141,1141,0,1141,484,0,0,142500
1239,1240,9037,32.0,1048,1476,1484,0,1484,472,120,33,265900
1240,1241,8158,252.0,334,884,884,884,1768,543,0,63,224900
1241,1242,9849,0.0,1689,1689,1689,0,1689,954,0,56,248328
1242,1243,10625,81.0,0,1053,1173,0,1173,528,0,120,170000
1243,1244,13891,103.685261707989,690,2076,2076,0,2076,850,216,229,465000
1244,1245,11435,0.0,792,792,792,725,1517,400,0,0,230000
1245,1246,12090,74.0,585,585,1140,728,1868,477,268,112,178000
1246,1247,8125,0.0,756,756,756,797,1553,615,0,45,186500
1247,1248,12328,335.0,473,1012,1034,0,1034,888,0,0,169900
1248,1249,9600,0.0,416,735,1134,924,2058,396,0,0,129500
1249,1250,7200,0.0,246,876,988,0,988,276,0,80,119000
1250,1251,11160,0.0,1045,2110,2110,0,2110,522,0,0,244000
1251,1252,3136,163.0,1405,1405,1405,0,1405,478,148,36,171750
1252,1253,9858,0.0,354,864,874,0,874,288,33,0,130000
1253,1254,17542,0.0,36,1192,1516,651,2167,518,220,47,294000
1254,1255,6931,92.0,746,746,760,896,1656,397,178,128,165400
1255,1256,6240,0.0,459,884,959,408,1367,560,0,0,127500
1256,1257,14303,554.0,672,1986,1987,0,1987,691,262,36,301500
1257,1258,4060,0.0,864,864,864,0,864,0,0,96,99900
1258,1259,9587,182.0,201,856,1166,0,1166,400,212,0,190000
1259,1260,9750,0.0,14,1054,1054,0,1054,460,180,0,151000
1260,1261,24682,0.0,841,841,892,783,1675,502,0,103,181000
1261,1262,9600,0.0,546,1050,1050,0,1050,338,0,0,128900
1262,1263,11250,0.0,1104,1104,1104,684,1788,304,120,0,161500
1263,1264,13515,0.0,764,764,1060,764,1824,520,0,0,180500
1264,1265,4060,0.0,1139,1405,1337,0,1337,511,144,68,181000
1265,1266,3735,218.0,241,691,713,739,1452,506,0,34,183900
1266,1267,10120,0.0,925,925,964,925,1889,308,0,0,122000
1267,1268,13214,0.0,2002,2002,2018,0,2018,746,144,76,378500
1268,1269,14100,632.0,536,728,1968,1479,3447,1014,314,12,381000
1269,1270,11344,180.0,414,874,874,650,1524,315,0,0,144000
1270,1271,23595,0.0,74,1332,1332,192,1524,586,268,0,260000
1271,1272,9156,0.0,1489,1489,1489,0,1489,462,0,0,185750
1272,1273,13526,114.0,0,935,935,0,935,288,180,0,137000
